,indpro,payems,pi_transfer,real_manf_trade,personal_consump,capacity_util
2013-03-01,0.004020487651326121,0.0010544362877169533,0.0031294253539098094,-0.00539819784006923,0.001282253341953421,-0.09340000000000259
2013-04-01,-0.0008633445250438854,0.0013551235309616771,0.0056281838009386576,-0.001416519737487576,0.00022478729596819846,-0.2214000000000027
2013-05-01,0.0007806732341153477,0.001639893149404159,0.004309181757124136,0.011251526535483336,0.0028504115360323823,0.22809999999999775
2013-06-01,0.0020727838311218605,0.001343735860750428,-0.0002954573454942988,-0.0031094861898832704,-0.0002017303992136732,0.19840000000000657
2013-07-01,-0.00310675204574995,0.0008215058957627974,-0.002276304824267328,0.00018327340826473915,0.0012321618155013425,-0.5698000000000008
2013-08-01,0.00576546223913077,0.0018678792554904788,0.00179189421523418,0.004141211151036828,0.001510126522352273,0.6590999999999951
2013-09-01,0.005071694571082475,0.0012798620958882623,0.004784541324502456,0.0034686674429007525,0.0030022846594235375,0.06990000000000407
2013-10-01,-0.0007890413557394282,0.0016066489496484593,-0.0037831376341230794,0.0054205633142832,0.003226598851751028,0.17419999999999902
2013-11-01,0.0023333600077277694,0.002011970440843669,0.0031944983548886086,0.012085582597617162,0.004101637534612124,0.002200000000001978
2013-12-01,0.0020086317141130294,0.0004004528811485386,0.0023198455127868556,-0.0038103511302036708,0.0009067386781316245,-0.09669999999999845
2014-01-01,-0.003563932744874876,0.0013748806419915383,0.005654490033752069,-0.010196988003794871,-0.0033102531735904606,-0.7210000000000036
2014-02-01,0.007528506037616012,0.0010970928143727576,0.005896954159391399,0.008443217085591925,0.0045363594461269585,0.7339999999999947
2014-03-01,0.009638605074811402,0.001980435690111193,0.0051645611097210775,0.008073119151754682,0.005702035373285064,0.6976999999999975
2014-04-01,0.0009672024963487402,0.002265793652936665,0.002492278036951845,0.0011228980542252742,0.0016341575388754137,0.059499999999999886
2014-05-01,0.00382432097151586,0.0015534067882718716,0.0018631434932014912,0.0027460556866376606,0.0021674410797096755,0.26069999999999993
2014-06-01,0.0034263137889523065,0.002422827671869854,0.0035646681419514437,-0.00013474805833268988,0.0035039304937027893,0.3201999999999998
2014-07-01,0.0022187855179991445,0.0016047729236561281,0.0024964633169499706,0.006107696605381463,0.002166069758375855,0.41450000000000387
2014-08-01,-0.0018898378264742277,0.0014155301079927796,0.005037514712180169,0.0018919022813275177,0.006772634208568107,-0.3836000000000013
2014-09-01,0.0028693197501494794,0.0021087974762732387,0.0034860278851418514,-0.00021097935069569473,0.0002915467656263715,0.069500000000005
2014-10-01,0.00011933608402614482,0.001682411327500688,0.005386488729605787,0.0014813238543496254,0.006392617551052915,0.00039999999999906777
2014-11-01,0.006153151350189567,0.0020794113685571602,0.006144016829244592,0.0024688829770553866,0.0025392281322931254,0.6093999999999937
2014-12-01,-7.906777172816959e-05,0.001961113542281012,0.006555060571791671,0.00571289315603174,0.0027675836586356084,-0.07229999999999848
2015-01-01,-0.007879228487476908,0.0014523089990206017,0.008131941716012392,0.0019775411071840665,0.002376779039362731,-0.3532999999999902
2015-02-01,-0.006405903226315068,0.0018408292481275623,0.003689871596250782,-0.004021895403480968,0.002360522962808531,-0.4765000000000015
2015-03-01,-0.0033518725083752088,0.0006814552171441335,-0.0033294711644700214,0.0055356713949628045,0.0030010786102012688,0.36779999999998836
2015-04-01,-0.005470746111496005,0.0019353541251181383,0.002840312889087926,0.007754980873869499,0.0018301557566653415,0.07580000000000098
2015-05-01,-0.0044228298448434344,0.002419236220632115,0.002138303155431842,-0.010338101147407741,0.003007711501060051,0.10440000000001248
2015-06-01,-0.0031500185136206227,0.001207426880247553,0.0005872326639604353,0.0017223123888658876,0.0007057646515269411,-0.22650000000000148
2015-07-01,0.0064600821906077854,0.0019880161640966065,0.001713966193596761,0.0027431491883422865,0.0037102283936594205,0.6391999999999882
