,delta_s,s
2023-04-26,-0.17390650676165265,0.9073214850682173
2023-04-27,-0.8765145263026265,0.03080695876559081
2023-04-28,-1.490278802717737,-1.4594718439521461
2023-05-01,0.7285941260353533,-0.7308777179167928
2023-05-02,1.129420947652664,0.3985432297358713
2023-05-03,-1.2553717862883,-0.8568285565524287
2023-05-04,-0.801793778083391,-1.6586223346358198
2023-05-05,0.4700530762559185,-1.1885692583799012
2023-05-08,0.8355070073390808,-0.35306225104082045
2023-05-09,0.34745931939222724,-0.005602931648593212
2023-05-10,0.1338732602449147,0.12827032859632148
2023-05-11,-0.10698819317679224,0.02128213541952924
2023-05-12,-0.29451694843860193,-0.2732348130190727
2023-05-15,-0.5177759926305028,-0.7910108056495755
2023-05-16,0.2689273682721992,-0.5220834373773763
2023-05-17,0.03423856666123609,-0.4878448707161402
2023-05-18,0.5097669822138816,0.021922111497741426
2023-05-19,-0.4923634216732223,-0.47044131017548085
2023-05-22,-0.07087261309612747,-0.5413139232716083
2023-05-23,0.396848776838608,-0.14446514643300035
2023-05-24,0.35694128330177777,0.21247613686877745
2023-05-25,0.4185962440408336,0.631072380909611
2023-05-26,-0.8447770415432929,-0.21370466063368188
2023-05-30,0.21607950628416936,0.0023748456504874838
2023-05-31,-1.521180972842128,-1.5188061271916404
2023-06-01,-0.2184723063451406,-1.737278433536781
2023-06-02,1.39882941776274,-0.33844901577404096
2023-06-05,0.5514887363687977,0.2130397205947568
2023-06-06,0.03898198785318552,0.2520217084479423
2023-06-07,-0.33850447411479123,-0.08648276566684895
2023-06-08,0.5124697251849201,0.4259869595180711
2023-06-09,-0.5380964013964139,-0.11210944187834282
2023-06-12,-0.37196642367988275,-0.48407586555822557
2023-06-13,-0.7738768542992682,-1.2579527198574938
2023-06-14,0.41476257104231173,-0.8431901488151821
2023-06-15,-0.3432568414121231,-1.1864469902273052
2023-06-16,0.7904075797279838,-0.39603941049932134
2023-06-20,0.769032792902781,0.3729933824034597
2023-06-21,-0.19001960742465834,0.18297377497880135
2023-06-22,0.44123185933148384,0.6242056343102852
2023-06-23,-0.5886310229062897,0.03557461140399554
2023-06-26,-0.0397721130431632,-0.0041975016391676626
2023-06-27,-0.04455423121843049,-0.04875173285759815
2023-06-28,-0.6484453014212538,-0.6971970342788519
2023-06-29,0.9573788776736463,0.26018184339479433
2023-06-30,-0.4181065015522024,-0.15792465815740808
2023-07-03,-0.06992337764341544,-0.22784803580082352
2023-07-05,-0.34634559829085204,-0.5741936340916756
2023-07-06,0.8821700591078739,0.3079764250161984
2023-07-07,0.1879743212874178,0.4959507463036162
2023-07-10,0.7484249682715178,1.244375714575134
2023-07-11,-0.4635650729904828,0.7808106415846512
2023-07-12,0.49561836644943913,1.2764290080340903
2023-07-13,0.226867044587034,1.5032960526211243
2023-07-14,0.507532434343904,2.0108284869650284
2023-07-17,-0.8380772046228535,1.1727512823421749
